tslRecId,bcstType,bcstMedium,nwId,onId,tsId,res1,res2,flags,lna,freq,startFreq,endFreq,symRate,symRateInSps,tsRateInKbps,fecInner,mod,pol,connMode,orbPos,noDiscNfy,data,dvbSS2Mode,mduLoFreq,dvbSS2RollOff,dvbSS2Modulation,dvbSS2Coderate,pilotInsert,canalDigitalTs,rto,mask,nwlId,nwlRecId,satlId,satlRecId
336,2,3,0,65280,0,0,0,0,0,10967,0,0,7918,0,0,0,2,2,0,0,true,0,1,0,0,0,0,true,true,0,0,0,0,3,7
337,2,3,1070,1070,41002,0,0,0,0,12096,0,0,4801,0,0,0,2,1,0,0,false,0,1,0,0,0,0,true,true,0,0,5,0,3,7
338,2,3,1071,1070,31101,0,0,0,0,11096,0,0,29997,0,0,0,2,2,0,0,true,0,1,0,0,0,0,true,true,0,0,0,0,3,7
339,2,3,1070,1070,41402,0,0,0,0,12220,0,0,6499,0,0,0,2,1,0,0,true,0,1,0,0,0,0,true,true,0,0,0,0,3,7
340,2,3,0,1,1,0,0,0,0,11527,0,0,2222,0,0,0,2,2,0,0,true,0,1,0,0,0,0,true,true,0,0,0,0,3,7
341,2,3,65535,1070,41302,0,0,0,0,12229,0,0,8402,0,0,0,2,2,0,0,false,0,1,0,0,0,0,true,true,0,0,14,0,3,7
342,2,3,1070,1070,40301,0,0,0,0,11958,0,0,27500,0,0,0,2,2,0,0,false,0,1,0,0,0,0,true,true,0,0,7,0,3,7
343,2,3,1070,1070,43105,0,0,0,0,11794,0,0,30005,0,0,0,2,2,0,0,false,0,1,0,0,0,0,true,true,0,0,7,0,3,7
344,2,3,1070,1070,41005,0,0,0,0,12084,0,0,13746,0,0,0,2,1,0,0,false,0,1,0,0,0,0,true,true,0,0,2,0,3,7
345,2,3,65535,65535,1,0,0,0,0,10959,0,0,6249,0,0,0,2,2,0,0,false,0,1,0,0,0,0,true,true,0,0,3,26,3,7
346,2,3,0,65535,1,0,0,0,0,11478,0,0,6798,0,0,0,2,2,0,0,true,0,1,0,0,0,0,true,true,0,0,0,0,3,7
347,2,3,65535,65535,1,0,0,0,0,12009,0,0,4445,0,0,0,2,2,0,0,false,0,1,0,0,0,0,true,true,0,0,17,0,3,7
348,2,3,0,1070,42004,0,0,0,0,12346,0,0,9602,0,0,0,2,1,0,0,true,0,1,0,0,0,0,true,true,0,0,0,0,3,7
349,2,3,1070,1070,41301,0,0,0,0,12214,0,0,5831,0,0,0,2,2,0,0,false,0,1,0,0,0,0,true,true,0,0,16,0,3,7
350,2,3,0,0,17998,0,0,0,0,10953,0,0,1808,0,0,0,2,2,0,0,true,0,1,0,0,0,0,true,true,0,0,0,0,3,7
351,2,3,1071,1070,30102,0,0,0,0,12559,0,0,27492,0,0,0,2,2,0,0,true,0,1,0,0,0,0,true,true,0,0,0,0,3,7
352,2,3,0,0,0,0,0,0,0,12729,0,0,30000,0,0,0,0,2,0,0,true,0,0,0,0,0,0,true,true,0,0,0,0,3,7
