svlId,svlRecId,channelId,brdcstType,nwMask,optionMask,serviceType,channelNumber,serviceName,frequency,brdcstMedium,favorites1Index,favorites2Index,favorites3Index,favorites4Index,tslId,tslRecId,nwlId,nwlRecId,satlId,satlRecId,shortName,bandWidth,nwId,onId,tsId,progId,symRate,mod,pol,satRecId,nwName,barkerMask,sdtServiceType,hbbtvStatus,svcProName,mfType,categoryMask
3,147,11010177,2,1057295,1536,1,42,ATV HD,12054,3,0,0,0,0,3,295,3,3,3,7,,0,1070,1070,40801,10305,27492,2,1,7,{90DDA122-D72A-44F4-8716-F59713,0,1,0,,0,0
3,159,11534465,2,1057295,1536,1,44,TV 100 HD,12729,3,0,0,0,0,3,323,3,2,3,7,,0,1070,1070,30401,51632,30000,2,2,7,TURKSAT,0,25,0,,0,0
3,138,12845185,2,1057295,1536,1,49,KANAL D HD,12246,3,0,0,0,0,3,297,3,1,3,7,,0,66,66,7,1701,27500,2,1,7,DEMIROREN MEDYA,1,25,0,,0,0
3,144,24903809,2,1057295,1536,1,95,TRT HABER HD,11054,3,0,0,0,0,3,294,3,7,3,7,,0,1070,1070,31001,10602,30005,2,2,7,TRT,0,25,0,,0,0
3,166,25428097,2,1057295,1536,1,97,A HABER HD,12054,3,0,0,0,0,3,295,3,3,3,7,,0,1070,1070,40801,10306,27492,2,1,7,{90DDA122-D72A-44F4-8716-F59713,0,1,0,,0,0
3,162,25690241,2,1057295,1536,1,98,ULKE TV HD,12104,3,0,0,0,0,3,301,3,5,3,7,,0,1070,1070,41003,11601,8332,2,1,7,KANAL 7,0,1,0,,0,0
3,167,25952385,2,1057295,1536,1,99,A SPOR HD,12054,3,0,0,0,0,3,295,3,3,3,7,,0,1070,1070,40801,10307,27492,2,1,7,{90DDA122-D72A-44F4-8716-F59713,0,1,0,,0,0
3,150,27000961,2,1057295,1536,1,103,EKOTURK TV,12729,3,0,0,0,0,3,323,0,0,3,7,,0,1070,1070,30401,51641,30000,2,2,7,TURKSAT,0,1,0,,0,0
3,163,27263105,2,1057295,1536,1,104,TRT SPOR HD,11054,3,0,0,0,0,3,294,3,7,3,7,,0,1070,1070,31001,10603,30005,2,2,7,TRT,0,25,0,,0,0
3,187,28049537,2,1057295,9728,1,107,BITLIS TV,12729,3,0,0,0,0,3,323,0,0,3,7,,0,1070,1070,30401,51645,30000,2,2,7,TURKSAT,0,1,0,,0,0
3,188,28311681,2,1059343,9728,1,108,BOOMERANG HD,12188,3,0,0,0,0,3,306,0,0,3,7,,0,66,66,9,1916,27500,2,2,7,,0,25,0,,0,0
3,189,28573825,2,1059343,9728,1,109,BOOMERANG TV HD,12073,3,0,0,0,0,3,324,0,0,3,7,,0,42,42,40901,16539,27492,2,2,7,,0,17,0,,0,0
3,251,28835969,2,1057295,1536,1,110,LUYS TV,12729,3,0,0,0,0,3,323,3,2,3,7,,0,1070,1070,30401,51651,30000,2,2,7,TURKSAT,0,1,0,,0,0
3,169,29884545,2,1057295,1536,1,114,KANAL 7 HD,12104,3,0,0,0,0,3,301,3,5,3,7,,0,1070,1070,41003,11600,8332,2,1,7,KANAL 7,0,1,0,,0,0
